link,type,file,year,month,total_principal_funds
sf.citidirect.com/stfin/docs/34303/LoanDetailCMLT06AMC10805.csv,ellt,LoanDetailCMLT06AMC10805.csv,08,05,
sf.citidirect.com/stfin/docs/35229/LoanDetailCMLT06AMC10806.csv,ellt,LoanDetailCMLT06AMC10806.csv,08,06,
sf.citidirect.com/stfin/docs/35706/LoanDetailCMLT06AMC10807.csv,ellt,LoanDetailCMLT06AMC10807.csv,08,07,
sf.citidirect.com/stfin/docs/36519/LoanDetailCMLT06AMC10808.csv,ellt,LoanDetailCMLT06AMC10808.csv,08,08,
sf.citidirect.com/stfin/docs/37723/LoanDetailCMLT06AMC10809.csv,ellt,LoanDetailCMLT06AMC10809.csv,08,09,
sf.citidirect.com/stfin/docs/38347/LoanDetailCMLT06AMC10810.csv,ellt,LoanDetailCMLT06AMC10810.csv,08,10,
sf.citidirect.com/stfin/docs/39245/LoanDetailCMLT06AMC10811.csv,ellt,LoanDetailCMLT06AMC10811.csv,08,11,
sf.citidirect.com/stfin/docs/40257/LoanDetailCMLT06AMC10812.csv,ellt,LoanDetailCMLT06AMC10812.csv,08,12,
sf.citidirect.com/stfin/docs/25347/LoanDetailCMLT06AMC10707.csv,ellt,LoanDetailCMLT06AMC10707.csv,07,07,
sf.citidirect.com/stfin/docs/26276/LoanDetailCMLT06AMC10708.csv,ellt,LoanDetailCMLT06AMC10708.csv,07,08,
sf.citidirect.com/stfin/docs/27241/LoanDetailCMLT06AMC10709.csv,ellt,LoanDetailCMLT06AMC10709.csv,07,09,
sf.citidirect.com/stfin/docs/28191/LoanDetailCMLT06AMC10710.csv,ellt,LoanDetailCMLT06AMC10710.csv,07,10,
sf.citidirect.com/stfin/docs/29032/LoanDetailCMLT06AMC10711.csv,ellt,LoanDetailCMLT06AMC10711.csv,07,11,
sf.citidirect.com/stfin/docs/30050/LoanDetailCMLT06AMC10712.csv,ellt,LoanDetailCMLT06AMC10712.csv,07,12,
sf.citidirect.com/stfin/docs/20960/ColExtCMLT06AMC10701.csv,lld,ColExtCMLT06AMC10701.csv,07,01,
sf.citidirect.com/stfin/docs/21577/ColExtCMLT06AMC10702.csv,lld,ColExtCMLT06AMC10702.csv,07,02,
sf.citidirect.com/stfin/docs/22047/ColExtCMLT06AMC10703.csv,lld,ColExtCMLT06AMC10703.csv,07,03,
sf.citidirect.com/stfin/docs/22966/ColExtCMLT06AMC10704.csv,lld,ColExtCMLT06AMC10704.csv,07,04,
sf.citidirect.com/stfin/docs/23566/ColExtCMLT06AMC10705.csv,lld,ColExtCMLT06AMC10705.csv,07,05,
sf.citidirect.com/stfin/docs/24286/ColExtCMLT06AMC10706.csv,lld,ColExtCMLT06AMC10706.csv,07,06,
sf.citidirect.com/stfin/docs/24927/colextCMLT06AMC1rev0707.csv,lld,colextCMLT06AMC1rev0707.csv,07,07,
sf.citidirect.com/stfin/docs/25838/ColExtCMLT06AMC10708.csv,lld,ColExtCMLT06AMC10708.csv,07,08,
sf.citidirect.com/stfin/docs/27135/ColExtCMLT06AMC10709.csv,lld,ColExtCMLT06AMC10709.csv,07,09,
sf.citidirect.com/stfin/docs/18885/ColExtCMLT06AMC10610.csv,lld,ColExtCMLT06AMC10610.csv,06,10,
sf.citidirect.com/stfin/docs/19460/ColExtCMLT06AMC10611.csv,lld,ColExtCMLT06AMC10611.csv,06,11,
sf.citidirect.com/stfin/docs/20242/ColExtCMLT06AMC10612.csv,lld,ColExtCMLT06AMC10612.csv,06,12,
